Vrsta izbora;Naziv županije;Naziv grada/općine;Ime i prezime kandidata;Razlikovni podatak;Naziv predlagatelja
GRADONAČELNIK;ISTARSKA ŽUPANIJA;POREČ - PARENZO;LORIS PERŠURIĆ;;ISTARSKI DEMOKRATSKI SABOR - IDS
GRADONAČELNIK;ISTARSKA ŽUPANIJA;POREČ - PARENZO;VLADIMIR SLADONJA;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADONAČELNIK;ISTARSKA ŽUPANIJA;POREČ - PARENZO;MAURIZIO ZENNARO;;MAURIZIO ZENNARO - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;ISTARSKA ŽUPANIJA;PULA - POLA;ZLATKO DEVEDŽIĆ;;ZLATKO DEVEDŽIĆ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;ISTARSKA ŽUPANIJA;PULA - POLA;MIRKO JURKIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;ISTARSKA ŽUPANIJA;PULA - POLA;GORAN MATIĆ;;RADNIČKA FRONTA - RF
GRADONAČELNIK;ISTARSKA ŽUPANIJA;PULA - POLA;ELENA PUH BELCI;;IDS, ISU - PIP, ZELENI
GRADONAČELNIK;ISTARSKA ŽUPANIJA;PULA - POLA;DUŠICA RADOJČIĆ;;MOŽEMO! - POLITIČKA PLATFORMA, NL, Zelena alternativa - ORaH
GRADONAČELNIK;ISTARSKA ŽUPANIJA;PULA - POLA;SANJA RADOLOVIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADONAČELNIK;ISTARSKA ŽUPANIJA;PULA - POLA;MAJA ŠARIĆ;;DEMOKRATI, HSS, LABURISTI
GRADONAČELNIK;ISTARSKA ŽUPANIJA;PULA - POLA;FILIP ZORIČIĆ;;FILIP ZORIČIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;RAŠA;VEDRAN GRUBIŠIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;RAŠA;GLORIJA PALISKA;;IDS, ISU - PIP
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;RAŠA;ADMIRA ŽAKULA;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;ISTARSKA ŽUPANIJA;ROVINJ - ROVIGNO;MARKO PALIAGA;;ISTARSKI DEMOKRATSKI SABOR - IDS
GRADONAČELNIK;ISTARSKA ŽUPANIJA;ROVINJ - ROVIGNO;BRUNO POROPAT;;BRUNO POROPAT - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;ISTARSKA ŽUPANIJA;ROVINJ - ROVIGNO;GORAN SUBOTIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;SVETI LOVREČ;MARKO LJUBEŠIĆ;;ISTARSKI DEMOKRATSKI SABOR - IDS
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;SVETI LOVREČ;ŠIME MATOŠEVIĆ;;ŠIME MATOŠEVIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;SVETA NEDELJA;ROBI ČALOVIĆ;;DEMOKRATI
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;SVETA NEDELJA;IRENE FRANKOVIĆ;;IDS, ISU - PIP
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;SVETI PETAR U ŠUMI;SANDRA BANČIĆ;;SANDRA BANČIĆ - KANDIDATKINJA GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;SVETI PETAR U ŠUMI;MARIO BRATULIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;SVETVINČENAT;MILENKO CUKERIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;SVETVINČENAT;DEAN PERKOVIĆ;;IDS, ISU - PIP
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;TINJAN;SANDI BANČIĆ;;ISTARSKI DEMOKRATSKI SABOR - IDS
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;TINJAN;GORAN HRVATIN;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADONAČELNIK;ISTARSKA ŽUPANIJA;UMAG - UMAGO;VILI BASSANESE;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADONAČELNIK;ISTARSKA ŽUPANIJA;UMAG - UMAGO;SANJA BOSNIĆ;;SANJA BOSNIĆ - KANDIDATKINJA GRUPE BIRAČA
GRADONAČELNIK;ISTARSKA ŽUPANIJA;UMAG - UMAGO;SUNITA PRODAN BENOLIĆ;;IDS, ISU - PIP
GRADONAČELNIK;ISTARSKA ŽUPANIJA;UMAG - UMAGO;CHRISTINA ROSIĆ ROTA;;CHRISTINA ROSIĆ ROTA - KANDIDATKINJA GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;VIŠNJAN - VISIGNANO;ANA ČERNJUL;;ISTARSKI DEMOKRATSKI SABOR - IDS
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;VIŠNJAN - VISIGNANO;ANGELO MATTICH;;NEZAVISNA LISTA VIŠNJAN - NLV
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;VIŽINADA - VISINADA;MARKO FERENAC;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADONAČELNIK;ISTARSKA ŽUPANIJA;VODNJAN - DIGNANO;BRUNO BULIĆ;;HRVATSKA STRANKA UMIROVLJENIKA - HSU
GRADONAČELNIK;ISTARSKA ŽUPANIJA;VODNJAN - DIGNANO;GORAN KOVAČIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;ISTARSKA ŽUPANIJA;VODNJAN - DIGNANO;FILIP MACAN;;IDS, ISU - PIP
GRADONAČELNIK;ISTARSKA ŽUPANIJA;VODNJAN - DIGNANO;EDI PASTROVICCHIO;;EDI PASTROVICCHIO - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;VRSAR - ORSERA;IVAN GEROMETTA;;ISTARSKI DEMOKRATSKI SABOR - IDS
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;ŽMINJ;SANJIN DEBELJUH;;SANJIN DEBELJUH - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;ŽMINJ;ŽELJKO PLAVČIĆ;;ŽELJKO PLAVČIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;KAROJBA;DALEN BERTOŠA;;ISTARSKI DEMOKRATSKI SABOR - IDS
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;KAROJBA;MARKO LAKOŠELJAC;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;KAROJBA;ALEN ROSIĆ;;ALEN ROSIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;KAŠTELIR-LABINCI - CASTELLIERE-S. DOMENICA;MARKO KNEZOCI;;MARKO KNEZOCI - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;KAŠTELIR-LABINCI - CASTELLIERE-S. DOMENICA;ĐULIJANO PETROVIĆ;;ISTARSKI DEMOKRATSKI SABOR - IDS
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;FAŽANA - FASANA;NICOLETTA BALIJA;;ISTARSKI DEMOKRATSKI SABOR - IDS
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;FAŽANA - FASANA;MARINKO GAZIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;FAŽANA - FASANA;RADOMIR KORAĆ;;SDP, HSU
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;FUNTANA - FONTANE;EUGEN FABRIS;;EUGEN FABRIS - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;FUNTANA - FONTANE;MLADEN GRGETA;;MLADEN GRGETA - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;TAR-VABRIGA - TORRE-ABREGA;NIVIO STOJNIĆ;;NIVIO STOJNIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;TAR-VABRIGA - TORRE-ABREGA;GIULIANO VOJNOVIĆ;;GIULIANO VOJNOVIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;BLATO;ŽELIMIR FRANULOVIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;BLATO;FRANCISKA JURIŠIĆ BAČIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;BLATO;IVAN MILAT;;IVAN MILAT - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;BLATO;ANTE ŠEPAROVIĆ;;ANTE ŠEPAROVIĆ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;DUBROVNIK;ĐURO CAPOR;;SJG, MOŽEMO! - POLITIČKA PLATFORMA
GRADONAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;DUBROVNIK;MATO FRANKOVIĆ;;HDZ, HRVATSKI SUVERENISTI, HSU
GRADONAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;DUBROVNIK;IVANA KONČEVSKI;;DOMOVINSKI POKRET - DP
GRADONAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;DUBROVNIK;MARO KRISTIĆ;;MOST
GRADONAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;DUBROVNIK;ŽELJKO RAGUŽ;;DUBROVAČKA STRANKA - DUSTRA
GRADONAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;DUBROVNIK;IVAN TROPAN;;SDP, GLAS
GRADONAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;DUBROVNIK;PERO VIĆAN;;DUBROVAČKI DEMOKRATSKI SABOR - DDS
GRADONAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;DUBROVNIK;ANDRO VLAHUŠIĆ;;HNS, HSLS, REFORMISTI
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;KONAVLE;BOŽO LASIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;KONAVLE;LUCIJA MILJANIĆ MACAN;;DDS, HSU
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;KONAVLE;NIKŠA TROJANOVIĆ;;NIKŠA TROJANOVIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;KONAVLE;MIHAJLO VOJVODIĆ;;DOMOVINSKI POKRET - DP
GRADONAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;KORČULA;ANDRIJA FABRIS;;HDZ, HSS, HSP, HSLS
GRADONAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;KORČULA;NIKA SILIĆ MAROEVIĆ;;SDP, HSU
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;KULA NORINSKA;SREĆKO ĆELIĆ;;MOST
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;KULA NORINSKA;NIKOLA KRSTIČEVIĆ;;HDZ, HSLS
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;KULA NORINSKA;LEONAR VUČKOVIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;LASTOVO;ANITA JANČIĆ LEŠIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;LASTOVO;LEO KATIĆ;;LEO KATIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;LASTOVO;ANNETTE MUFIĆ TROJKOVIĆ;;ANNETTE MUFIĆ TROJKOVIĆ - KANDIDATKINJA GRUPE BIRAČA
GRADONAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;METKOVIĆ;NIKICA HAJVAZ;;MOST
GRADONAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;METKOVIĆ;DALIBOR MILAN;;HDZ, HSLS, HSU
GRADONAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;METKOVIĆ;ZVONIMIR NIKOLIĆ;;DOMOVINSKI POKRET - DP
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;MLJET;MLADEN FRANIĆ;;MLADEN FRANIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;MLJET;ĐIVO MARKET;;HDZ, HSS
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;MLJET;NIKOLA MARKOVIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADONAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;OPUZEN;MARIO DROPULIĆ;;HNS, SDP
GRADONAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;OPUZEN;IVAN MATAGA;;IVAN MATAGA - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;OPUZEN;IVO MIHALJEVIĆ;;HDZ, HSLS
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;OREBIĆ;TOMISLAV ANČIĆ;;HDZ, HSS, HSLS, HSP, HKS
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;OREBIĆ;GORAN PALIHNIĆ;;GORAN PALIHNIĆ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;PLOČE;DOMAGOJ FRANIĆ;;DOMOVINSKI POKRET - DP
GRADONAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;PLOČE;MIŠO KRSTIČEVIĆ;;SDP, PLS
GRADONAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;PLOČE;KREŠIMIR ŠUNJIĆ;;HDZ, HSS, HSLS, HSU
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;POJEZERJE;ZRINKA ANTUNOVIĆ ČOTIĆ;;NEZAVISNA LISTA MLADIH - NLM
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;POJEZERJE;BORISLAV DOMINIKOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;POJEZERJE;MATEJ MAREVIĆ;;MATEJ MAREVIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;SLIVNO;SMILJAN MUSTAPIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;SLIVNO;DARIO SRŠEN;;DARIO SRŠEN - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;SMOKVICA;KUZMA TOMAŠIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;SMOKVICA;PETRA TOMAŠIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;STON;VEDRAN ANTUNICA;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;STON;ANTONIO GRUBEŠA;;DOMOVINSKI POKRET - DP
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;STON;SLOBODAN VUKOTIĆ;;MOST
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;VELA LUKA;KATARINA GUGIĆ;;SDP, HNS
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;VELA LUKA;NIKŠA PETKOVIĆ;;HRVATSKA SELJAČKA STRANKA - HSS
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;VELA LUKA;MAJA ZLOKIĆ;;HDZ, HSLS
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;ZAŽABLJE;MAJA VRNOGA;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;DUBROVAČKO PRIMORJE;PERO GROŠETA;;DUBROVAČKI DEMOKRATSKI SABOR - DDS
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;DUBROVAČKO PRIMORJE;NIKOLA KNEŽIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;DUBROVAČKO PRIMORJE;VLAHO MOZARA;;VLAHO MOZARA - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;JANJINA;VLATKO MRATOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;LUMBARDA;MARIJA KLISURA;;MARIJA KLISURA - KANDIDATKINJA GRUPE BIRAČA
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;LUMBARDA;IGOR KRŠINIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;TRPANJ;JAKŠA FRANKOVIĆ;;HDZ, HSS
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;TRPANJ;JOSIP NESANOVIĆ;;JOSIP NESANOVIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;TRPANJ;ŽELJKO ŠEGETIN;;HNS, REFORMISTI
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;ŽUPA DUBROVAČKA;ANTUN BAŠIĆ;;ŽUPSKA STRANKA - ŽUPKA
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;ŽUPA DUBROVAČKA;MATEO HAIČMAN;;DOMOVINSKI POKRET - DP
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;ŽUPA DUBROVAČKA;SILVIO NARDELLI;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;DUBROVAČKO-NERETVANSKA ŽUPANIJA;ŽUPA DUBROVAČKA;IVO ŽERAVICA;;DUBROVAČKI DEMOKRATSKI SABOR - DDS
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;BELICA;VIKTOR HERMAN;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;BELICA;ZVONIMIR TARADI;;HNS, MATIJA POSAVEC - NL
GRADONAČELNIK;MEĐIMURSKA ŽUPANIJA;ČAKOVEC;LJERKA CIVIDINI;;MATIJA POSAVEC - NL, HNS, DEMOKRATI, HSLS, HDSS
GRADONAČELNIK;MEĐIMURSKA ŽUPANIJA;ČAKOVEC;STJEPAN KOVAČ;;SDP, HSS, HSU, MDS, LABURISTI, REFORMISTI
GRADONAČELNIK;MEĐIMURSKA ŽUPANIJA;ČAKOVEC;SREĆKO KRIŠTOFIĆ;;DOMOVINSKI POKRET - DP
GRADONAČELNIK;MEĐIMURSKA ŽUPANIJA;ČAKOVEC;TOMISLAV MARKOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;MEĐIMURSKA ŽUPANIJA;ČAKOVEC;MARIO MARUŠEVAC;;SLOBODNA HRVATSKA - SH
GRADONAČELNIK;MEĐIMURSKA ŽUPANIJA;ČAKOVEC;DARKO ZVER;;FOKUS
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;DOMAŠINEC;MARKO BUBEK;;SLOBODNA HRVATSKA - SH
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;DOMAŠINEC;MARIO TOMAŠEK;;HSS, HDZ
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;DONJA DUBRAVA;MARIO DUHOVIĆ;;MARIO DUHOVIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;DONJA DUBRAVA;DRAGO MIKULAN;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;DONJA DUBRAVA;MARIJAN VARGA;;HNS, SDP
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;DONJI KRALJEVEC;MILJENKO HORVAT;;MATIJA POSAVEC - NL, SDP
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;DONJI KRALJEVEC;BRANKO MEĐIMUREC;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;DONJI VIDOVEC;JOSIP MATULIN;;JOSIP MATULIN - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;DONJI VIDOVEC;BOJANA PETRIĆ;;MATIJA POSAVEC - NL, HSLS, HNS
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;GORIČAN;STANKO IVANOVIĆ;;MATIJA POSAVEC - NL, HSS, HSLS
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;GORIČAN;EMANUEL SINKOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;KOTORIBA;ZORAN ČIŽMEŠIJA;;DOMOVINSKI POKRET - DP
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;KOTORIBA;DARIO FRIŠČIĆ;;MATIJA POSAVEC - NL, HSLS
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;KOTORIBA;LJUBOMIR GRGEC;;SDP, HSS, LABURISTI
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;MALA SUBOTICA;VLADIMIR MIHALIC;;MATIJA POSAVEC - NL, HNS, HSLS
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;MALA SUBOTICA;VALENTINO ŠKVORC;;VALENTINO ŠKVORC - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;MEĐIMURSKA ŽUPANIJA;MURSKO SREDIŠĆE;DRAŽEN SRPAK;;HDZ, HDS, HSLS, HNS
GRADONAČELNIK;MEĐIMURSKA ŽUPANIJA;MURSKO SREDIŠĆE;JULIJAN VARGA;;JULIJAN VARGA - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;NEDELIŠĆE;NIKOLA NOVAK;;SDP, HSU, HNS, REFORMISTI, LABURISTI, MDS, HSS
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;NEDELIŠĆE;MLADEN POSAVEC;;MATIJA POSAVEC - NL, DEMOKRATI, CENTAR
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;NEDELIŠĆE;MATIJA ŽUGEC;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;PODTUREN;FRANJO CEROVEC;;FRANJO CEROVEC - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;PODTUREN;PERICA HAJDAROVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;PODTUREN;MIRJANA MURK;;SDP, HSU
GRADONAČELNIK;MEĐIMURSKA ŽUPANIJA;PRELOG;LJUBOMIR KOLAREK;;HDZ, HSS
GRADONAČELNIK;MEĐIMURSKA ŽUPANIJA;PRELOG;NIKOLA OTO;;MATIJA POSAVEC - NL, HNS, HSLS, DEMOKRATI
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;SELNICA;MARIJAN FAJFAR;;MATIJA POSAVEC - NL, REFORMISTI, HDSS, DEMOKRATI, CENTAR
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;SELNICA;ERVIN VIČEVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;SELNICA;KRUNO ŽIVČEC;;SDP, HSU
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;SVETI JURAJ NA BREGU;DAMIR KOVAČIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;SVETI JURAJ NA BREGU;ANĐELKO NAGRAJSALOVIĆ;;SDP, HSS, HSU, MDS
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;SVETI MARTIN NA MURI;MIHAEL KARLOVČEC;;MIHAEL KARLOVČEC - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;SVETI MARTIN NA MURI;MARTIN SRŠA;;MARTIN SRŠA - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;ŠTRIGOVA;STANISLAV KERMAN;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
